Word/Phrase,TF-IDF_Average,Primary_Sentiment,Sentiment_Coefficient,negative_coef,neutral_coef,positive_coef
staff,0.015734971842440517,positive,0.9798606451302221,-0.4847989511203265,-0.4950616940098881,0.9798606451302221
very,0.015655097855246814,positive,1.1666476214296564,-0.8744839353763553,-0.29216368605330195,1.1666476214296564
as,0.015291759993230484,negative,-0.3187057595532985,-0.3187057595532985,0.033157027374339114,0.28554873217895604
friendly,0.015188392566794674,negative,-3.5977563971313167,-3.5977563971313167,0.3039880385663019,3.293768358565007
time,0.015182159474133618,positive,-0.6690444607288648,0.6597260890672064,0.009318371661661435,-0.6690444607288648
great,0.014648838805172792,positive,4.262122892737047,-3.311809969795362,-0.950312922941663,4.262122892737047
in the,0.014468204594738514,neutral,0.565775949845167,-0.24611061976768395,0.565775949845167,-0.31966533007748266
out,0.014386373614429236,neutral,0.4006867620424831,-0.08109711487792234,0.4006867620424831,-0.3195896471645563
when,0.014202516470111603,neutral,0.31869944568679387,-0.25036288022349734,0.31869944568679387,-0.06833656546329227
if,0.014019651740639247,positive,-0.6534514499614865,0.5833199145811434,0.07013153538033974,-0.6534514499614865
just,0.013880152746148615,positive,-1.3371917478559734,0.006570091736767983,1.3306216561192115,-1.3371917478559734
like,0.013652425591863259,negative,-0.48539276402849557,-0.48539276402849557,0.30066835940408965,0.184724404624402
had,0.01324798211153394,positive,0.29015341562137725,-0.2823514535240073,-0.007801962097372253,0.29015341562137725
up,0.013152028643458718,negative,0.5422406608381717,0.5422406608381717,-0.24335604027764132,-0.29888462056052734
good,0.012955491513050017,negative,-2.2614497155003455,-2.2614497155003455,0.8539248076626466,1.407524907837697
go,0.012780235370562967,negative,0.4001132412614085,0.4001132412614085,-0.2749705675347937,-0.12514267372661056
this location,0.012768961391597973,neutral,0.33346293746152295,-0.057081324223558744,0.33346293746152295,-0.27638161323796695
all,0.012710154439376188,positive,0.39135340081437103,-0.12686402115244313,-0.2644893796619256,0.39135340081437103
or,0.012686285227518582,positive,-0.603661760442075,0.16040474898660087,0.44325701145547397,-0.603661760442075
of the,0.012594985173745986,negative,-0.5138086179729877,-0.5138086179729877,0.44992284367625834,0.06388577429673079
no,0.012540524695833038,negative,1.8984486141304657,1.8984486141304657,-0.27554983888957923,-1.6228987752408914
been,0.012242734178778115,positive,-0.5699752534901334,0.5436877902808199,0.026287463209313248,-0.5699752534901334
place,0.012177884997605356,neutral,0.110203869027305,-0.04001121293107419,0.110203869027305,-0.07019265609622809
were,0.012134272437371951,neutral,0.15092479741192022,-0.07542838091279445,0.15092479741192022,-0.07549641649913075
thru,0.011919024434621934,negative,-0.35517171407026943,-0.35517171407026943,0.16383395675822973,0.19133775731204086
their,0.011900066278808734,neutral,0.14537482055217935,-0.07548425096098144,0.14537482055217935,-0.06989056959119892
this starbucks,0.011869979563801307,positive,0.8047274299278502,-0.09733782770798673,-0.7073896022198625,0.8047274299278502
drinks,0.011832044969729453,positive,-0.8053523763933761,0.5380575110926968,0.26729486530068014,-0.8053523763933761
can,0.01178097836468408,neutral,0.6191244492043516,-0.4519972576442925,0.6191244492043516,-0.16712719156005776
she,0.011678568183433501,negative,0.7902547921013132,0.7902547921013132,-0.5249485428828886,-0.26530624921842494
drive thru,0.011666402761623193,negative,-0.27597739032035024,-0.27597739032035024,0.199455628883749,0.07652176143660122
your,0.011642540342113285,neutral,0.14317029860901515,-0.0594627715756667,0.14317029860901515,-0.08370752703334917
ve,0.011614706259600387,neutral,-0.3952825301766885,0.19416695967735617,-0.3952825301766885,0.20111557049933274
nice,0.011471720308270445,negative,-2.459910057511803,-2.459910057511803,0.4556034120082799,2.004306645503528
